DateTime,Actual,Predicted
2024-03-24 23:00:00,342,362.87393456390316
2024-03-25 00:00:00,144,171.20289064540657
2024-03-25 01:00:00,109,159.1048014941704
2024-03-25 02:00:00,162,158.49429666647163
2024-03-25 03:00:00,125,157.9639263336884
2024-03-25 04:00:00,151,167.00940401095633
2024-03-25 05:00:00,155,165.6678261316849
2024-03-25 06:00:00,404,361.1258864547728
2024-03-25 07:00:00,297,354.39842405932995
2024-03-25 08:00:00,489,556.4839514726485
2024-03-25 09:00:00,705,721.7989726529994
2024-03-25 10:00:00,754,703.6562981509574
2024-03-25 11:00:00,599,554.8737034344142
2024-03-25 12:00:00,358,360.110969914052
2024-03-25 13:00:00,330,362.93861607933303
2024-03-25 14:00:00,427,365.832624437232
2024-03-25 15:00:00,311,380.61849712406564
2024-03-25 16:00:00,429,367.0109583355586
2024-03-25 17:00:00,570,582.9790498482332
2024-03-25 18:00:00,751,732.385095101926
2024-03-25 19:00:00,847,739.3632346415
2024-03-25 20:00:00,625,554.9360226869165
2024-03-25 21:00:00,374,315.73611486890866
2024-03-25 22:00:00,348,336.7420406320556
2024-03-25 23:00:00,339,364.4547902756316
2024-03-26 00:00:00,136,162.42238698715383
2024-03-26 01:00:00,141,159.73133901840066
2024-03-26 02:00:00,139,158.83155756572907
2024-03-26 03:00:00,198,158.07817831486614
2024-03-26 04:00:00,178,158.78738068616997
2024-03-26 05:00:00,172,160.9116654487806
2024-03-26 06:00:00,350,363.9761765677263
2024-03-26 07:00:00,349,360.062622411048
2024-03-26 08:00:00,536,497.9625946858583
2024-03-26 09:00:00,704,717.0041281310531
2024-03-26 10:00:00,724,708.3328684066801
2024-03-26 11:00:00,515,553.4464559433998
2024-03-26 12:00:00,323,363.81728502904195
2024-03-26 13:00:00,337,363.2698508324718
2024-03-26 14:00:00,296,370.1965933810766
2024-03-26 15:00:00,317,356.767666041143
2024-03-26 16:00:00,330,360.76740935306935
2024-03-26 17:00:00,644,558.3930272043315
2024-03-26 18:00:00,727,737.2176293556765
2024-03-26 19:00:00,725,762.7481758166654
2024-03-26 20:00:00,584,564.2906653844103
2024-03-26 21:00:00,344,368.73238108124434
2024-03-26 22:00:00,365,365.1604312392848
2024-03-26 23:00:00,345,363.92603010904963
2024-03-27 00:00:00,215,165.14858664907274
2024-03-27 01:00:00,138,167.82249571311
2024-03-27 02:00:00,101,163.51396232465706
2024-03-27 03:00:00,147,174.85170311741902
2024-03-27 04:00:00,178,159.1780441082055
2024-03-27 05:00:00,228,162.48401801698483
2024-03-27 06:00:00,388,362.517523812892
2024-03-27 07:00:00,399,357.8012778616104
2024-03-27 08:00:00,553,552.3661242263178
2024-03-27 09:00:00,705,710.1108393748855
2024-03-27 10:00:00,681,711.302013717126
2024-03-27 11:00:00,537,585.8071409052056
2024-03-27 12:00:00,374,361.26829689783904
2024-03-27 13:00:00,398,360.0471164096263
2024-03-27 14:00:00,344,348.1792804030445
2024-03-27 15:00:00,331,377.66701184820124
2024-03-27 16:00:00,350,365.1340877213984
2024-03-27 17:00:00,574,589.3005668589674
2024-03-27 18:00:00,676,743.2097839460519
2024-03-27 19:00:00,651,738.085081379685
2024-03-27 20:00:00,527,565.9526208156001
2024-03-27 21:00:00,346,363.4046202701944
2024-03-27 22:00:00,389,367.3271106384707
2024-03-27 23:00:00,389,357.81831748225363
2024-03-28 00:00:00,140,168.77356769453613
2024-03-28 01:00:00,179,163.39183220271036
2024-03-28 02:00:00,156,158.84249478060775
2024-03-28 03:00:00,156,164.9855273498465
2024-03-28 04:00:00,222,163.47057155034335
2024-03-28 05:00:00,127,175.17953016217055
2024-03-28 06:00:00,451,385.47956891743917
2024-03-28 07:00:00,391,362.7147334647692
2024-03-28 08:00:00,576,573.5003677454853
2024-03-28 09:00:00,667,710.4755198594485
2024-03-28 10:00:00,653,701.3015147170926
2024-03-28 11:00:00,582,555.4136919488957
2024-03-28 12:00:00,425,367.86173901377043
2024-03-28 13:00:00,373,366.7493545966324
2024-03-28 14:00:00,375,363.31183139820683
2024-03-28 15:00:00,395,365.93465667515335
2024-03-28 16:00:00,302,369.2208939740153
2024-03-28 17:00:00,660,564.74310406405
2024-03-28 18:00:00,692,733.9000221796844
2024-03-28 19:00:00,739,635.1111395260131
2024-03-28 20:00:00,581,571.4626207731734
2024-03-28 21:00:00,374,361.362031849142
2024-03-28 22:00:00,328,362.60095682493244
2024-03-28 23:00:00,388,362.67937212710166
2024-03-29 00:00:00,150,163.67196997864443
2024-03-29 01:00:00,129,166.03204417260744
2024-03-29 02:00:00,164,164.99930144257956
2024-03-29 03:00:00,139,171.28236611951797
2024-03-29 04:00:00,145,172.98056836009542
2024-03-29 05:00:00,130,166.8176593510694
2024-03-29 06:00:00,247,348.689319835032
2024-03-29 07:00:00,342,366.1525584187642
2024-03-29 08:00:00,646,560.8857488131181
2024-03-29 09:00:00,723,706.2504109965423
2024-03-29 10:00:00,699,690.9887230569376
2024-03-29 11:00:00,539,572.1784941799107
2024-03-29 12:00:00,350,365.0807418188598
2024-03-29 13:00:00,371,360.1445866812775
2024-03-29 14:00:00,302,364.2035364942656
2024-03-29 15:00:00,394,365.68030604260804
2024-03-29 16:00:00,378,357.8978545542074
2024-03-29 17:00:00,578,539.7836314988186
2024-03-29 18:00:00,733,741.4464621324776
2024-03-29 19:00:00,720,746.7201582194522
2024-03-29 20:00:00,576,575.318320286487
2024-03-29 21:00:00,433,368.75938490130807
2024-03-29 22:00:00,335,373.22098326645346
2024-03-29 23:00:00,327,364.517981105383
2024-03-30 00:00:00,197,162.89925324480302
2024-03-30 01:00:00,180,160.47276722146526
2024-03-30 02:00:00,125,161.28259691259044
2024-03-30 03:00:00,120,163.74267490175268
2024-03-30 04:00:00,153,165.1849343763489
2024-03-30 05:00:00,211,171.74570514093497
2024-03-30 06:00:00,356,359.9855725005186
2024-03-30 07:00:00,359,365.7629329903903
2024-03-30 08:00:00,601,590.8081832933775
2024-03-30 09:00:00,744,710.5717328215597
2024-03-30 10:00:00,651,718.5130851810522
2024-03-30 11:00:00,516,562.7460675563142
2024-03-30 12:00:00,345,364.9192766192302
2024-03-30 13:00:00,329,365.273107959998
2024-03-30 14:00:00,402,359.64880020840184
2024-03-30 15:00:00,416,357.34861672881516
2024-03-30 16:00:00,350,370.1729693833698
2024-03-30 17:00:00,619,578.5211200839392
2024-03-30 18:00:00,682,736.5869425704977
2024-03-30 19:00:00,701,733.7590662738594
2024-03-30 20:00:00,534,564.5179564413919
2024-03-30 21:00:00,397,355.34658323852807
2024-03-30 22:00:00,401,358.98847945662953
2024-03-30 23:00:00,372,358.6257414734814
2024-03-31 00:00:00,127,160.9410742607782
2024-03-31 01:00:00,154,167.04230242382388
2024-03-31 02:00:00,219,163.93845498586728
2024-03-31 03:00:00,172,169.73220352985336
2024-03-31 04:00:00,181,159.7110984089436
2024-03-31 05:00:00,234,170.5820670270611
2024-03-31 06:00:00,317,364.5637986300983
2024-03-31 07:00:00,299,359.8007822837172
2024-03-31 08:00:00,585,562.3153916603452
2024-03-31 09:00:00,713,715.7302922456015
2024-03-31 10:00:00,729,687.5562954947663
2024-03-31 11:00:00,606,581.1706327030082
2024-03-31 12:00:00,337,365.78647245467954
2024-03-31 13:00:00,356,361.34548828202736
2024-03-31 14:00:00,361,364.83532630998553
2024-03-31 15:00:00,478,361.9007213880341
2024-03-31 16:00:00,285,374.1058020895525
2024-03-31 17:00:00,557,577.9013361055501
2024-03-31 18:00:00,840,738.2040467448247
2024-03-31 19:00:00,720,727.2595853907939
2024-03-31 20:00:00,542,562.9437399771925
2024-03-31 21:00:00,335,337.93327711965145
2024-03-31 22:00:00,402,363.52439679990096
2024-03-31 23:00:00,404,358.9791512346037
